Uniprot ID,Description,Gene name,Log2(average_P/S)
Q460N5,Protein mono-ADP-ribosyltransferase PARP14 OS=Homo sapiens OX=9606 GN=PARP14 PE=1 SV=3,PARP14,-3.46092622
Q14533,"Keratin, type II cuticular Hb1 OS=Homo sapiens OX=9606 GN=KRT81 PE=1 SV=3",KRT81,-3.462019368
Q03169,Tumor necrosis factor alpha-induced protein 2 OS=Homo sapiens OX=9606 GN=TNFAIP2 PE=1 SV=2,TNFAIP2,-3.469701543
Q9NV56,MRG/MORF4L-binding protein OS=Homo sapiens OX=9606 GN=MRGBP PE=1 SV=1,MRGBP,-3.479561339
P06576,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",ATP5B,-3.481533023
Q9BT17,Mitochondrial ribosome-associated GTPase 1 OS=Homo sapiens OX=9606 GN=MTG1 PE=1 SV=2,MTG1,-3.482858019
Q9NUJ1,"Palmitoyl-protein thioesterase ABHD10, mitochondrial OS=Homo sapiens OX=9606 GN=ABHD10 PE=1 SV=1",ABHD10,-3.489953472
Q9Y2R2,Tyrosine-protein phosphatase non-receptor type 22 OS=Homo sapiens OX=9606 GN=PTPN22 PE=1 SV=2,PTPN22,-3.499276624
Q99986,Serine/threonine-protein kinase VRK1 OS=Homo sapiens OX=9606 GN=VRK1 PE=1 SV=1,VRK1,-3.50774774
Q15008,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,PSMD6,-3.514423345
P49748,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1",ACADVL,-3.517840627
Q8TEA1,tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 OS=Homo sapiens OX=9606 GN=NSUN6 PE=1 SV=1,NSUN6,-3.519740366
P38646,"Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",HSPA9,-3.52195619
P22830,"Ferrochelatase, mitochondrial OS=Homo sapiens OX=9606 GN=FECH PE=1 SV=2",FECH,-3.527363649
Q13596,Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3,SNX1,-3.530291133
Q9H223,EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1,EHD4,-3.54177677
Q9NYL9,Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,TMOD3,-3.547870448
Q9NVM6,DnaJ homolog subfamily C member 17 OS=Homo sapiens OX=9606 GN=DNAJC17 PE=1 SV=1,DNAJC17,-3.549182663
P57768,Sorting nexin-16 OS=Homo sapiens OX=9606 GN=SNX16 PE=1 SV=2,SNX16,-3.554871227
P12004,Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,PCNA,-3.555710615
Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3,DYNC1LI1,-3.564510417
Q9Y221,60S ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens OX=9606 GN=NIP7 PE=1 SV=1,NIP7,-3.565937707
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,HYOU1,-3.572738251
Q15084,Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,PDIA6,-3.57751585
Q12926,ELAV-like protein 2 OS=Homo sapiens OX=9606 GN=ELAVL2 PE=1 SV=2,ELAVL2,-3.582560485
P45973,Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1,HP1a,-3.583303448
O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens OX=9606 GN=PAPSS1 PE=1 SV=2,PAPSS1,-3.586818261
P04183,"Thymidine kinase, cytosolic OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=2",TK1,-3.587044216
Q7L9L4,MOB kinase activator 1B OS=Homo sapiens OX=9606 GN=MOB1B PE=1 SV=3,MOB1B,-3.588979364
Q14469,Transcription factor HES-1 OS=Homo sapiens OX=9606 GN=HES1 PE=1 SV=1,HES1,-3.589457874
Q9Y606,tRNA pseudouridine synthase A OS=Homo sapiens OX=9606 GN=PUS1 PE=1 SV=3,PUS1,-3.592574004
Q13363,C-terminal-binding protein 1 OS=Homo sapiens OX=9606 GN=CTBP1 PE=1 SV=2,CTBP1,-3.596166767
P00505,"Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3",GOT2,-3.598193235
Q9ULA0,Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNPEP PE=1 SV=2,,-3.599844334
Q9UFF9,CCR4-NOT transcription complex subunit 8 OS=Homo sapiens OX=9606 GN=CNOT8 PE=1 SV=1,CNOT8,-3.600004825
Q16656,Nuclear respiratory factor 1 OS=Homo sapiens OX=9606 GN=NRF1 PE=1 SV=1,NRF1,-3.603192056
Q5T7W0,Zinc finger protein 618 OS=Homo sapiens OX=9606 GN=ZNF618 PE=1 SV=1,ZNF618,-3.60693074
P28799,Progranulin OS=Homo sapiens OX=9606 GN=GRN PE=1 SV=2,GRN,-3.607966111
Q6ZWJ1,Syntaxin-binding protein 4 OS=Homo sapiens OX=9606 GN=STXBP4 PE=1 SV=2,STXBP4,-3.611697975
Q9BYD6,"39S ribosomal protein L1, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL1 PE=1 SV=2",MRPL1,-3.614138693
Q96EY5,Multivesicular body subunit 12A OS=Homo sapiens OX=9606 GN=MVB12A PE=1 SV=1,FAM125A; MVB12A,-3.616233922
P17096,High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,HMGA1,-3.616667578
P17987,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,TCP1,-3.627516501
Q9Y333,U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1,LSM2,-3.629651462
Q9P270,SLAIN motif-containing protein 2 OS=Homo sapiens OX=9606 GN=SLAIN2 PE=1 SV=2,SLAIN2,-3.630948228
Q9H0B6,Kinesin light chain 2 OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1,KLC2,-3.636267672
O75153,Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2,CLUH; KIAA0664,-3.640385061
P17980,26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3,PSMC3,-3.642456855
Q8N1G4,Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1,LRRC47,-3.644846302
P35244,Replication protein A 14 kDa subunit OS=Homo sapiens OX=9606 GN=RPA3 PE=1 SV=1,RPA3,-3.66012617
Q9UNM6,26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2,PSMD13,-3.660293503
P09131,P3 protein OS=Homo sapiens OX=9606 GN=SLC10A3 PE=2 SV=1,SLC10A3,-3.662572652
P35243,Recoverin OS=Homo sapiens OX=9606 GN=RCVRN PE=1 SV=2,RCVRN,-3.663087053
Q567U6,Coiled-coil domain-containing protein 93 OS=Homo sapiens OX=9606 GN=CCDC93 PE=1 SV=2,CCDC93,-3.663433029
P52815,"39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2",MRPL12,-3.665420518
Q15833,Syntaxin-binding protein 2 OS=Homo sapiens OX=9606 GN=STXBP2 PE=1 SV=2,STXBP2,-3.675306888
Q6P2C8,Mediator of RNA polymerase II transcription subunit 27 OS=Homo sapiens OX=9606 GN=MED27 PE=1 SV=1,MED27,-3.676158196
P32322,"Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2",PYCR1,-3.677851587
Q15750,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens OX=9606 GN=TAB1 PE=1 SV=1,TAB1,-3.679078375
P55010,Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2,EIF5,-3.68011914
P30050,60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,RPL12,-3.680519357
Q9NWU1,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Homo sapiens OX=9606 GN=OXSM PE=1 SV=1",OXSM,-3.691968871
Q9P0W2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related OS=Homo sapiens OX=9606 GN=HMG20B PE=1 SV=1,HMG20B,-3.695899154
Q9Y520,Protein PRRC2C OS=Homo sapiens OX=9606 GN=PRRC2C PE=1 SV=4,PRRC2C,-3.702374046
Q9NPJ6,Mediator of RNA polymerase II transcription subunit 4 OS=Homo sapiens OX=9606 GN=MED4 PE=1 SV=1,MED4,-3.703634553
Q9H0L4,Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens OX=9606 GN=CSTF2T PE=1 SV=1,CSTF2T,-3.717399263
O95373,Importin-7 OS=Homo sapiens OX=9606 GN=IPO7 PE=1 SV=1,IPO7,-3.726032339
P09486,SPARC OS=Homo sapiens OX=9606 GN=SPARC PE=1 SV=1,SPARC,-3.72935601
P40425,Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens OX=9606 GN=PBX2 PE=1 SV=2,PBX2,-3.729596218
Q16763,Ubiquitin-conjugating enzyme E2 S OS=Homo sapiens OX=9606 GN=UBE2S PE=1 SV=2,UBE2S,-3.734054276
P51610,Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2,HCFC1,-3.736626734
Q9Y5K8,V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1,ATP6V1D,-3.736848481
Q9BRT2,Ubiquinol-cytochrome-c reductase complex assembly factor 2 OS=Homo sapiens OX=9606 GN=UQCC2 PE=1 SV=1,MNF1; UQCC2,-3.740162722
P55209,Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1,NAP1L1,-3.742303499
P27361,Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4,MAPK3,-3.743036721
P49419,Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=5,ALDH7A1,-3.743359585
P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3",PDHA1,-3.743972965
O00170,AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2,AIP,-3.751301668
P29401,Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3,TKT,-3.751332751
Q2TAL8,Glutamine-rich protein 1 OS=Homo sapiens OX=9606 GN=QRICH1 PE=1 SV=1,QRICH1,-3.751757693
Q71SY5,Mediator of RNA polymerase II transcription subunit 25 OS=Homo sapiens OX=9606 GN=MED25 PE=1 SV=2,MED25,-3.761465834
Q9UPY8,Microtubule-associated protein RP/EB family member 3 OS=Homo sapiens OX=9606 GN=MAPRE3 PE=1 SV=1,MAPRE3,-3.76552124
Q6IBS0,Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2,TWF2,-3.783369848
O94973,AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2,AP2A2,-3.788510327
O95881,Thioredoxin domain-containing protein 12 OS=Homo sapiens OX=9606 GN=TXNDC12 PE=1 SV=1,TXNDC12,-3.790502244
Q9BZZ5,Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3,API5,-3.797922303
Q9NVA2,Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3,SEPT11,-3.799587563
Q9Y6I3,Epsin-1 OS=Homo sapiens OX=9606 GN=EPN1 PE=1 SV=2,EPN1,-3.809574002
P02545,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,LMNA,-3.813074338
Q06330,Recombining binding protein suppressor of hairless OS=Homo sapiens OX=9606 GN=RBPJ PE=1 SV=3,RBPJ,-3.814122925
P23246,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",SFPQ,-3.821235831
Q9UKA9,Polypyrimidine tract-binding protein 2 OS=Homo sapiens OX=9606 GN=PTBP2 PE=1 SV=1,PTBP2,-3.826273825
Q99543,DnaJ homolog subfamily C member 2 OS=Homo sapiens OX=9606 GN=DNAJC2 PE=1 SV=4,DNAJC2,-3.828030276
O15294,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3,OGT,-3.829487357
P62258,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1,YWHAE,-3.834511033
Q9BS26,Endoplasmic reticulum resident protein 44 OS=Homo sapiens OX=9606 GN=ERP44 PE=1 SV=1,ERP44,-3.838393159
Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens OX=9606 GN=PTPN23 PE=1 SV=1,PTPN23,-3.8488931
P01137,Transforming growth factor beta-1 proprotein OS=Homo sapiens OX=9606 GN=TGFB1 PE=1 SV=2,TGFB1,-3.851800382
Q8IZQ5,Selenoprotein H OS=Homo sapiens OX=9606 GN=SELENOH PE=1 SV=2,C11orf31; SELENOH,-3.854039734
P11586,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3",MTHFD1,-3.858896653
P49459,Ubiquitin-conjugating enzyme E2 A OS=Homo sapiens OX=9606 GN=UBE2A PE=1 SV=2,UBE2A,-3.863614154
Q04917,14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,YWHAH,-3.865421756
Q8WVK7,Spindle and kinetochore-associated protein 2 OS=Homo sapiens OX=9606 GN=SKA2 PE=1 SV=1,SKA2,-3.870695874
Q14CX7,"N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA25 PE=1 SV=1",NAA25,-3.870853916
Q9BVL2,Nucleoporin p58/p45 OS=Homo sapiens OX=9606 GN=NUP58 PE=1 SV=1,NUPL1; NUP58,-3.871483287
Q8IUR0,Trafficking protein particle complex subunit 5 OS=Homo sapiens OX=9606 GN=TRAPPC5 PE=1 SV=1,TRAPPC5,-3.875955231
Q53H47,Histone-lysine N-methyltransferase SETMAR OS=Homo sapiens OX=9606 GN=SETMAR PE=1 SV=2,SETMAR,-3.880079421
P04062,Lysosomal acid glucosylceramidase OS=Homo sapiens OX=9606 GN=GBA PE=1 SV=3,GBA,-3.880382437
Q13555,Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=4,,-3.890619618
Q8WUM4,Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,PDCD6IP,-3.895491511
P54819,"Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2",AK2,-3.900409088
Q9Y3I0,RNA-splicing ligase RtcB homolog OS=Homo sapiens OX=9606 GN=RTCB PE=1 SV=1,C22orf28; RTCB,-3.901542939
Q86VN1,Vacuolar protein-sorting-associated protein 36 OS=Homo sapiens OX=9606 GN=VPS36 PE=1 SV=1,VPS36,-3.903277462
Q16831,Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1,UPP1,-3.903758523
Q99816,Tumor susceptibility gene 101 protein OS=Homo sapiens OX=9606 GN=TSG101 PE=1 SV=2,TSG101,-3.905738079
P27695,DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2,APEX1,-3.907359544
P61981,14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2,YWHAG,-3.908079449
O95777,U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3,NAA38; LSM8,-3.908942456
Q9Y3L3,SH3 domain-binding protein 1 OS=Homo sapiens OX=9606 GN=SH3BP1 PE=1 SV=3,SH3BP1,-3.915151993
Q8IU81,Interferon regulatory factor 2-binding protein 1 OS=Homo sapiens OX=9606 GN=IRF2BP1 PE=1 SV=1,IRF2BP1,-3.916876819
P41567,Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1,EIF1,-3.91790972
P37198,Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=3,NUP62,-3.919398172
Q96RN5,Mediator of RNA polymerase II transcription subunit 15 OS=Homo sapiens OX=9606 GN=MED15 PE=1 SV=2,MED15,-3.919569191
Q9NX08,COMM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=COMMD8 PE=1 SV=1,COMMD8,-3.920853536
Q6YN16,Hydroxysteroid dehydrogenase-like protein 2 OS=Homo sapiens OX=9606 GN=HSDL2 PE=1 SV=1,HSDL2,-3.921089328
Q86SZ2,Trafficking protein particle complex subunit 6B OS=Homo sapiens OX=9606 GN=TRAPPC6B PE=1 SV=1,TRAPPC6B,-3.925941665
P08236,Beta-glucuronidase OS=Homo sapiens OX=9606 GN=GUSB PE=1 SV=2,GUSB,-3.93103025
Q8N6T7,NAD-dependent protein deacetylase sirtuin-6 OS=Homo sapiens OX=9606 GN=SIRT6 PE=1 SV=2,SIRT6,-3.944008921
P17600,Synapsin-1 OS=Homo sapiens OX=9606 GN=SYN1 PE=1 SV=3,SYN1,-3.944088419
P05204,Non-histone chromosomal protein HMG-17 OS=Homo sapiens OX=9606 GN=HMGN2 PE=1 SV=3,HMGN2,-3.956746991
Q7Z3B3,KAT8 regulatory NSL complex subunit 1 OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=2,KANSL1,-3.957134063
P12814,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2,ACTN1,-3.959194574
P24941,Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=2,CDK2,-3.959271412
P16220,Cyclic AMP-responsive element-binding protein 1 OS=Homo sapiens OX=9606 GN=CREB1 PE=1 SV=3,,-3.964579031
P40227,T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,CCT6A,-3.993182486
P55347,Homeobox protein PKNOX1 OS=Homo sapiens OX=9606 GN=PKNOX1 PE=1 SV=3,PKNOX1,-3.993609333
P43686,26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,PSMC4,-3.994408394
Q5TC82,Roquin-1 OS=Homo sapiens OX=9606 GN=RC3H1 PE=1 SV=1,RC3H1,-4.006571457
Q7L3T8,"Probable proline--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=PARS2 PE=1 SV=1",PARS2,-4.006769255
E9PAV3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1",NACA,-4.023412065
Q9NUI1,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing] OS=Homo sapiens OX=9606 GN=DECR2 PE=1 SV=1",DECR2,-4.025508174
Q13492,Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=2,PICALM,-4.025992436
Q9Y6K9,NF-kappa-B essential modulator OS=Homo sapiens OX=9606 GN=IKBKG PE=1 SV=2,IKBKG,-4.032106327
Q86UK7,E3 ubiquitin-protein ligase ZNF598 OS=Homo sapiens OX=9606 GN=ZNF598 PE=1 SV=1,ZNF598,-4.034778604
Q96CT7,Coiled-coil domain-containing protein 124 OS=Homo sapiens OX=9606 GN=CCDC124 PE=1 SV=1,CCDC124,-4.037989873
P19532,Transcription factor E3 OS=Homo sapiens OX=9606 GN=TFE3 PE=1 SV=4,TFE3,-4.048981437
P60900,Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1,PSMA6,-4.050698924
Q9BY42,Replication termination factor 2 OS=Homo sapiens OX=9606 GN=RTF2 PE=1 SV=3,RTFDC1,-4.05588008
Q12788,Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2,TBL3,-4.057152241
P0C0L4,Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=2,C4A; C4B,-4.058318836
Q8WUN7,Ubiquitin domain-containing protein 2 OS=Homo sapiens OX=9606 GN=UBTD2 PE=1 SV=2,UBTD2,-4.061822957
P54136,"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2",RARS,-4.064992486
Q8IYL3,UPF0688 protein C1orf174 OS=Homo sapiens OX=9606 GN=C1orf174 PE=1 SV=2,C1orf174,-4.06842031
P06493,Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1 PE=1 SV=3,CDK1,-4.074809529
P22314,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,UBA1,-4.078166681
Q86WR7,Proline and serine-rich protein 2 OS=Homo sapiens OX=9606 GN=PROSER2 PE=1 SV=2,C10orf47; PROSER2,-4.081817766
Q9UQN3,Charged multivesicular body protein 2b OS=Homo sapiens OX=9606 GN=CHMP2B PE=1 SV=1,CHMP2B,-4.084189928
Q08999,Retinoblastoma-like protein 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=1 SV=3,RBL2,-4.084370624
Q6ZMI0,Protein phosphatase 1 regulatory subunit 21 OS=Homo sapiens OX=9606 GN=PPP1R21 PE=1 SV=1,PPP1R21,-4.117076014
Q9H9C1,Spermatogenesis-defective protein 39 homolog OS=Homo sapiens OX=9606 GN=VIPAS39 PE=1 SV=1,VIPAS39,-4.127259723
P26599,Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1,PTBP1,-4.128256051
Q15398,Disks large-associated protein 5 OS=Homo sapiens OX=9606 GN=DLGAP5 PE=1 SV=2,DLGAP5,-4.13228877
P20290,Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1,BTF3,-4.136361209
P30101,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,PDIA3,-4.154407022
O14531,Dihydropyrimidinase-related protein 4 OS=Homo sapiens OX=9606 GN=DPYSL4 PE=1 SV=2,DPYSL4,-4.156250356
O60493,Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3,SNX3,-4.156676853
Q9BTV5,Fibronectin type III and SPRY domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FSD1 PE=1 SV=1,FSD1,-4.163007636
O00287,Regulatory factor X-associated protein OS=Homo sapiens OX=9606 GN=RFXAP PE=1 SV=1,RFXAP,-4.170533769
P07858,Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3,CTSB,-4.173972737
Q9Y285,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3,FARSA,-4.182234114
Q8WVT3,Trafficking protein particle complex subunit 12 OS=Homo sapiens OX=9606 GN=TRAPPC12 PE=1 SV=3,TRAPPC12,-4.183196797
O43707,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2,ACTN4,-4.185610355
P00749,Urokinase-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAU PE=1 SV=2,PLAU,-4.186150838
Q68EM7,Rho GTPase-activating protein 17 OS=Homo sapiens OX=9606 GN=ARHGAP17 PE=1 SV=1,ARHGAP17,-4.194503272
P36957,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",DLST,-4.199076273
P25789,Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1,PSMA4,-4.201366342
Q96M89,Coiled-coil domain-containing protein 138 OS=Homo sapiens OX=9606 GN=CCDC138 PE=1 SV=1,CCDC138,-4.201401431
O75348,V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3,ATP6V1G1,-4.205065832
Q9NQG5,Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1,RPRD1B,-4.206865223
P48556,26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2,PSMD8,-4.21115829
Q9BT09,Protein canopy homolog 3 OS=Homo sapiens OX=9606 GN=CNPY3 PE=1 SV=1,CNPY3,-4.213068649
O00231,26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3,PSMD11,-4.224625245
Q13439,Golgin subfamily A member 4 OS=Homo sapiens OX=9606 GN=GOLGA4 PE=1 SV=1,GOLGA4,-4.239790282
Q9Y2I9,TBC1 domain family member 30 OS=Homo sapiens OX=9606 GN=TBC1D30 PE=1 SV=2,TBC1D30,-4.240372128
P04080,Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2,CSTB,-4.250247773
Q9P287,BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1,BCCIP,-4.255765174
P12270,Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,TPR,-4.256959775
Q9NZN3,EH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EHD3 PE=1 SV=2,EHD3,-4.258988387
P49840,Glycogen synthase kinase-3 alpha OS=Homo sapiens OX=9606 GN=GSK3A PE=1 SV=2,GSK3A,-4.260646894
P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3,YWHAB,-4.264580736
Q7L1V2,Vacuolar fusion protein MON1 homolog B OS=Homo sapiens OX=9606 GN=MON1B PE=1 SV=1,MON1B,-4.26483035
P50552,Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3,VASP,-4.265130283
Q9UN37,Vacuolar protein sorting-associated protein 4A OS=Homo sapiens OX=9606 GN=VPS4A PE=1 SV=1,VPS4A,-4.273031948
Q9Y5X3,Sorting nexin-5 OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=1,SNX5,-4.276346813
P12109,Collagen alpha-1(VI) chain OS=Homo sapiens OX=9606 GN=COL6A1 PE=1 SV=3,COL6A1,-4.282600512
Q8NFW8,N-acylneuraminate cytidylyltransferase OS=Homo sapiens OX=9606 GN=CMAS PE=1 SV=2,CMAS,-4.300293894
Q9BZF9,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens OX=9606 GN=UACA PE=1 SV=2,UACA,-4.303205573
Q9H1B7,Probable E3 ubiquitin-protein ligase IRF2BPL OS=Homo sapiens OX=9606 GN=IRF2BPL PE=1 SV=1,IRF2BPL,-4.309415577
